Depot,50,50,0
Customer1,20,38,12
Customer2,31,53,7
Customer3,11,100,4
Customer4,53,3,7
Customer5,90,36,6
Customer6,17,42,11
Customer7,31,97,10
Customer8,82,72,4
Customer9,4,66,8
Customer10,12,79,16
Customer11,91,72,4
Customer12,35,82,5
Customer13,10,25,18
Customer14,23,21,18
Customer15,88,51,12
Customer16,47,10,11
Customer17,4,11,16
Customer18,3,25,17
Customer19,54,91,14
Customer20,57,31,12
Customer21,54,57,5
Customer22,62,81,15
Customer23,45,63,19
Customer24,89,100,20
Customer25,86,90,19
Customer26,11,5,2
Customer27,87,12,17
Customer28,3,58,11
Customer29,40,16,20
Customer30,47,20,17
Customer31,67,45,15
Customer32,34,44,12
Customer33,36,43,9
Customer34,24,94,18
Customer35,67,43,3
Customer36,17,79,7
Customer37,48,6,14
Customer38,3,40,15
Customer39,10,44,16
Customer40,45,5,2
Customer41,70,87,19
Customer42,6,69,4
Customer43,76,88,11
Customer44,31,71,4
Customer45,88,98,10
Customer46,54,40,16
Customer47,22,47,6
Customer48,38,15,18
Customer49,43,95,7
Customer50,78,49,6
Customer51,36,71,10
Customer52,73,80,17
Customer53,24,82,18
Customer54,23,99,19
Customer55,82,97,1
Customer56,22,31,19
Customer57,79,88,5
Customer58,12,31,3
Customer59,65,14,3
Customer60,83,30,19
Customer61,75,46,13
Customer62,13,30,6
Customer63,29,27,3
Customer64,72,18,1
Customer65,74,33,12
Customer66,65,35,5
Customer67,1,88,17
Customer68,32,65,3
Customer69,83,6,15
Customer70,70,48,2
Customer71,13,83,4
Customer72,70,15,16
Customer73,15,6,15
Customer74,17,56,2
Customer75,83,5,8
Customer76,7,45,17
Customer77,67,77,17
Customer78,1,45,4
Customer79,54,96,19
Customer80,52,37,6
Customer81,74,21,20
Customer82,65,68,20
Customer83,19,46,14
Customer84,39,81,9
Customer85,5,82,6
Customer86,19,89,17
Customer87,66,3,4
Customer88,0,52,7
Customer89,90,84,7
Customer90,35,9,19
Customer91,44,2,20
Customer92,9,84,5
Customer93,82,67,14
Customer94,62,74,4
Customer95,69,79,19
Customer96,65,76,13
Customer97,85,98,2
Customer98,90,2,8
Customer99,79,48,9
Customer100,38,56,14
Customer101,77,67,20
Customer102,69,21,18
Customer103,59,19,10
Customer104,18,98,18
Customer105,89,90,17
Customer106,97,56,18
Customer107,36,10,3
Customer108,33,73,14
Customer109,23,43,19
Customer110,15,72,10
Customer111,23,69,17
Customer112,29,37,16
Customer113,7,43,19
Customer114,19,54,11
Customer115,18,57,1
Customer116,57,52,11
Customer117,79,90,16
Customer118,90,68,15
Customer119,95,97,17
Customer120,89,62,7
Customer121,99,68,8
Customer122,15,22,12
Customer123,44,0,14
Customer124,3,6,18
Customer125,73,60,9
Customer126,42,71,7
Customer127,3,64,9
Customer128,18,33,7
Customer129,50,46,14
Customer130,85,4,14
Customer131,17,6,18
Customer132,10,22,20
Customer133,93,62,9
Customer134,57,44,3
Customer135,61,23,1
Customer136,90,51,13
Customer137,22,59,9
Customer138,64,4,7
Customer139,13,95,1
Customer140,6,49,14
Customer141,88,100,8
Customer142,30,100,5
Customer143,70,36,15
Customer144,8,80,14
Customer145,39,91,11
Customer146,18,28,13
Customer147,68,12,12
Customer148,83,66,1
Customer149,77,74,1
Customer150,0,65,1
Customer151,59,41,16
Customer152,23,9,4
Customer153,52,54,2
Customer154,47,42,5
Customer155,63,18,5
Customer156,98,69,10
Customer157,4,72,1
Customer158,52,64,20
Customer159,53,96,8
Customer160,72,96,4
Customer161,28,100,17
Customer162,1,84,12
Customer163,81,25,20
Customer164,19,17,9
Customer165,64,53,14
Customer166,80,14,8
Customer167,24,99,9
Customer168,77,27,20
Customer169,10,46,6
Customer170,39,52,20
Customer171,58,58,19
Customer172,77,81,1
Customer173,18,100,5
Customer174,64,71,7
Customer175,78,35,1
Customer176,60,98,6
Customer177,61,50,15
Customer178,35,66,20
Customer179,3,9,12
Customer180,15,70,6
Customer181,50,54,13
Customer182,83,32,20
Customer183,76,27,17
Customer184,71,76,12
Customer185,65,34,5
Customer186,69,17,5
Customer187,14,94,19
Customer188,68,88,11
Customer189,51,73,15
Customer190,23,77,11
Customer191,2,28,11
Customer192,66,78,13
Customer193,57,38,15
Customer194,65,69,16
Customer195,74,88,10
Customer196,89,55,14
Customer197,30,39,13
Customer198,100,81,20
Customer199,27,40,19
Customer200,44,7,2
Customer201,79,25,18
Customer202,77,20,14
Customer203,61,29,9
Customer204,98,28,17
Customer205,47,39,17
Customer206,90,29,10
Customer207,99,51,17
Customer208,99,90,10
Customer209,71,75,6
Customer210,28,45,17
Customer211,34,60,5
Customer212,31,89,19
Customer213,56,89,2
Customer214,58,17,11
Customer215,88,71,1
Customer216,33,6,14
Customer217,79,84,11
Customer218,29,7,16
Customer219,36,19,5
Customer220,17,17,12
Customer221,70,78,10
Customer222,17,64,20
Customer223,95,87,8
