Depot,50,50,0
Customer1,71,35,14
Customer2,4,78,5
Customer3,89,55,18
Customer4,82,91,11
Customer5,55,96,1
Customer6,55,89,9
Customer7,9,91,10
Customer8,68,93,12
Customer9,46,45,11
Customer10,31,51,14
Customer11,96,24,6
Customer12,88,15,11
Customer13,8,43,3
Customer14,73,45,17
Customer15,67,8,20
Customer16,2,38,3
Customer17,16,50,13
Customer18,82,53,14
Customer19,69,34,10
Customer20,7,27,3
Customer21,79,91,14
Customer22,82,16,13
Customer23,7,18,1
Customer24,20,2,2
Customer25,18,60,14
Customer26,47,92,3
Customer27,86,11,14
Customer28,61,16,8
Customer29,22,60,13
Customer30,58,51,1
Customer31,99,55,10
Customer32,89,44,4
Customer33,63,90,20
Customer34,29,79,14
Customer35,20,69,3
Customer36,100,30,17
Customer37,89,50,18
Customer38,94,10,13
Customer39,66,93,8
Customer40,39,10,12
Customer41,25,39,12
Customer42,61,0,6
Customer43,43,82,5
Customer44,83,60,1
Customer45,20,64,17
Customer46,19,14,17
Customer47,54,49,10
Customer48,64,23,5
Customer49,72,50,18
Customer50,10,79,2
Customer51,74,21,20
Customer52,54,22,3
Customer53,31,12,1
Customer54,49,81,20
Customer55,100,81,18
Customer56,71,17,12
Customer57,19,99,15
Customer58,39,7,3
Customer59,85,91,9
Customer60,99,63,8
Customer61,35,72,13
Customer62,95,71,1
Customer63,25,29,12
Customer64,65,87,16
Customer65,93,49,20
Customer66,69,50,19
Customer67,34,18,3
Customer68,66,82,4
Customer69,16,82,19
Customer70,40,29,17
Customer71,81,27,16
Customer72,28,90,4
Customer73,34,69,4
Customer74,76,53,19
Customer75,45,83,5
Customer76,36,74,3
Customer77,86,74,7
Customer78,47,90,14
Customer79,84,55,15
Customer80,34,21,5
Customer81,86,22,10
Customer82,10,29,5
Customer83,36,67,19
Customer84,14,40,9
Customer85,10,32,4
Customer86,32,59,7
Customer87,11,8,11
Customer88,28,9,4
Customer89,41,52,7
Customer90,80,20,15
Customer91,48,31,2
Customer92,32,13,10
Customer93,9,19,10
Customer94,29,6,12
Customer95,61,90,17
Customer96,96,29,14
Customer97,30,62,12
Customer98,17,88,20
Customer99,17,16,1
Customer100,36,48,18
Customer101,8,68,5
Customer102,24,85,6
Customer103,99,78,8
Customer104,87,40,5
Customer105,43,75,9
Customer106,88,52,17
Customer107,77,3,16
Customer108,14,87,6
Customer109,58,6,1
Customer110,86,54,17
Customer111,69,40,17
Customer112,66,53,1
Customer113,26,66,9
Customer114,42,61,12
Customer115,75,34,3
Customer116,46,86,13
Customer117,6,16,11
Customer118,49,42,20
Customer119,12,48,13
Customer120,100,50,14
Customer121,100,64,4
Customer122,19,97,13
Customer123,84,50,15
Customer124,87,0,2
