Depot,50,50,0
Customer1,34,14,6
Customer2,27,24,10
Customer3,91,93,18
Customer4,99,90,17
Customer5,28,93,8
Customer6,75,27,9
Customer7,30,9,4
Customer8,83,41,5
Customer9,50,43,3
Customer10,56,86,9
Customer11,63,80,2
Customer12,7,51,8
Customer13,69,100,17
Customer14,47,94,10
Customer15,63,5,8
Customer16,53,5,8
Customer17,20,64,15
Customer18,30,24,2
Customer19,71,23,12
Customer20,33,36,15
Customer21,69,26,17
Customer22,2,27,8
Customer23,10,12,2
Customer24,26,77,1
Customer25,82,54,9
Customer26,75,30,4
Customer27,37,25,1
Customer28,78,84,20
Customer29,97,10,6
Customer30,36,26,5
Customer31,14,42,2
Customer32,17,18,10
Customer33,79,97,18
Customer34,62,35,9
Customer35,40,39,4
Customer36,93,69,13
Customer37,98,98,18
Customer38,55,96,6
Customer39,62,72,11
Customer40,81,91,12
Customer41,15,12,18
Customer42,62,100,19
Customer43,42,55,6
Customer44,76,37,6
Customer45,60,58,1
Customer46,28,38,19
Customer47,78,61,13
Customer48,89,51,13
Customer49,1,81,13
Customer50,67,99,1
Customer51,33,57,8
Customer52,85,15,15
Customer53,45,54,11
Customer54,14,83,7
Customer55,65,38,16
Customer56,3,5,5
Customer57,24,17,13
Customer58,41,19,7
Customer59,99,96,11
Customer60,79,66,4
Customer61,6,68,10
Customer62,33,45,9
Customer63,13,18,3
Customer64,29,55,16
Customer65,75,73,16
Customer66,55,89,14
Customer67,13,40,13
Customer68,99,55,14
Customer69,22,91,1
Customer70,46,73,15
Customer71,81,57,15
Customer72,61,97,8
Customer73,97,22,4
Customer74,5,97,1
Customer75,84,27,6
Customer76,100,83,3
Customer77,36,3,19
Customer78,14,11,16
Customer79,36,86,5
Customer80,53,73,6
Customer81,79,14,8
Customer82,76,40,9
Customer83,53,58,13
Customer84,63,20,11
Customer85,88,100,18
Customer86,24,98,17
Customer87,96,90,7
Customer88,37,42,10
Customer89,56,45,15
Customer90,63,50,11
Customer91,30,9,14
Customer92,8,91,11
Customer93,19,43,3
Customer94,22,27,3
Customer95,90,2,16
Customer96,95,17,10
Customer97,95,73,12
Customer98,33,32,19
Customer99,7,20,13
Customer100,79,48,16
Customer101,78,83,12
Customer102,56,79,6
Customer103,48,9,2
Customer104,94,67,15
Customer105,36,67,15
Customer106,55,49,19
Customer107,49,9,1
Customer108,38,83,4
Customer109,87,63,6
Customer110,61,57,18
Customer111,70,27,8
Customer112,17,75,18
Customer113,23,34,14
Customer114,22,13,7
Customer115,41,70,20
Customer116,2,66,10
Customer117,74,3,6
Customer118,25,76,5
Customer119,6,36,5
Customer120,52,83,13
Customer121,59,92,8
Customer122,76,82,4
Customer123,99,23,8
Customer124,61,42,15
Customer125,93,32,7
Customer126,64,83,16
Customer127,68,16,8
Customer128,33,37,14
Customer129,66,89,14
Customer130,46,47,6
Customer131,93,78,9
Customer132,23,69,19
Customer133,38,21,16
Customer134,45,65,19
Customer135,75,21,16
Customer136,64,36,3
Customer137,94,33,1
Customer138,38,21,20
Customer139,49,55,17
Customer140,81,32,13
Customer141,27,59,5
Customer142,85,31,9
Customer143,42,67,3
Customer144,58,21,18
Customer145,82,43,1
Customer146,17,51,8
Customer147,85,76,8
Customer148,24,39,2
Customer149,78,40,14
Customer150,0,75,14
Customer151,4,41,8
Customer152,46,38,17
Customer153,97,34,15
Customer154,14,61,12
Customer155,78,44,13
Customer156,17,58,15
Customer157,40,59,20
Customer158,20,0,7
Customer159,93,57,6
Customer160,18,76,17
Customer161,56,65,7
Customer162,93,35,10
Customer163,23,39,9
Customer164,64,41,14
Customer165,59,78,9
Customer166,46,17,8
Customer167,74,2,20
Customer168,33,88,14
Customer169,35,87,17
Customer170,85,88,3
Customer171,65,13,1
Customer172,41,87,20
Customer173,70,87,15
Customer174,50,7,11
Customer175,96,4,13
Customer176,96,61,13
Customer177,69,80,20
Customer178,98,23,10
Customer179,6,50,3
Customer180,61,84,16
Customer181,61,89,19
Customer182,49,29,2
Customer183,28,80,13
Customer184,33,58,15
Customer185,0,7,9
Customer186,1,15,15
Customer187,47,56,19
Customer188,95,97,17
Customer189,33,33,9
Customer190,96,90,7
Customer191,33,44,17
Customer192,56,31,14
Customer193,64,45,9
Customer194,82,24,8
Customer195,57,54,14
Customer196,65,59,18
Customer197,85,4,12
Customer198,43,2,7
Customer199,33,38,1
Customer200,20,44,20
Customer201,25,47,13
Customer202,91,32,5
Customer203,49,46,12
Customer204,84,56,17
Customer205,74,52,4
Customer206,73,57,11
Customer207,12,34,19
Customer208,93,56,14
Customer209,10,61,3
Customer210,27,9,3
Customer211,3,30,1
Customer212,52,75,20
Customer213,21,37,16
Customer214,8,39,16
Customer215,43,69,11
Customer216,5,96,11
Customer217,66,21,16
Customer218,51,11,12
Customer219,18,35,16
Customer220,22,72,18
Customer221,79,95,2
Customer222,11,40,8
Customer223,61,91,17
Customer224,42,86,8
Customer225,78,60,6
Customer226,94,10,10
Customer227,88,75,10
Customer228,28,89,5
Customer229,47,48,13
Customer230,90,18,8
Customer231,23,49,10
Customer232,54,39,14
Customer233,11,10,18
Customer234,57,100,1
Customer235,16,70,16
Customer236,100,64,7
Customer237,73,50,2
Customer238,52,51,18
Customer239,66,29,18
Customer240,13,51,6
Customer241,93,83,4
Customer242,10,75,10
Customer243,63,36,12
Customer244,53,71,3
Customer245,5,53,12
Customer246,50,71,5
Customer247,90,51,11
Customer248,96,44,4
Customer249,75,78,3
Customer250,54,24,10
Customer251,57,25,4
Customer252,31,12,4
Customer253,57,53,11
Customer254,79,86,9
Customer255,5,3,11
Customer256,70,57,9
Customer257,78,43,7
Customer258,89,27,12
Customer259,12,54,18
Customer260,6,15,19
Customer261,0,8,18
Customer262,30,22,9
Customer263,24,44,6
Customer264,7,74,19
Customer265,56,0,15
Customer266,79,16,2
Customer267,72,73,11
Customer268,99,12,4
Customer269,75,87,1
Customer270,34,18,13
Customer271,43,5,20
Customer272,26,80,16
Customer273,5,55,10
Customer274,14,26,19
Customer275,9,71,20
Customer276,45,79,19
Customer277,49,75,8
Customer278,46,6,20
Customer279,77,82,4
Customer280,57,15,13
Customer281,81,4,11
Customer282,71,46,9
Customer283,25,12,6
Customer284,87,62,8
Customer285,49,83,11
Customer286,68,67,11
Customer287,69,18,7
Customer288,85,13,10
Customer289,56,42,11
Customer290,71,82,17
Customer291,3,90,12
Customer292,89,29,15
Customer293,64,1,10
Customer294,34,88,18
Customer295,27,64,5
Customer296,15,33,4
Customer297,77,66,16
Customer298,23,28,17
Customer299,54,12,10
Customer300,66,44,11
Customer301,97,65,4
Customer302,82,17,12
Customer303,70,13,19
Customer304,62,93,16
Customer305,32,70,9
Customer306,70,87,9
Customer307,87,8,14
Customer308,85,29,18
Customer309,23,99,1
Customer310,35,67,8
Customer311,89,89,12
Customer312,55,90,11
Customer313,44,41,14
Customer314,38,92,14
Customer315,77,31,18
Customer316,28,78,19
Customer317,90,76,8
Customer318,7,20,2
Customer319,2,3,6
Customer320,16,38,20
Customer321,16,40,2
Customer322,17,69,4
Customer323,58,52,9
Customer324,12,78,1
Customer325,79,32,14
Customer326,37,4,1
Customer327,11,58,6
Customer328,46,27,14
Customer329,45,7,17
Customer330,17,64,3
Customer331,64,15,11
Customer332,13,81,20
Customer333,95,68,13
Customer334,31,76,4
Customer335,83,61,17
Customer336,84,27,18
Customer337,98,53,2
Customer338,17,3,9
Customer339,30,88,20
Customer340,98,3,3
Customer341,62,91,8
Customer342,22,71,20
Customer343,7,90,20
Customer344,36,74,16
Customer345,88,6,13
Customer346,1,27,15
Customer347,0,12,17
Customer348,54,2,7
Customer349,100,38,8
Customer350,74,36,8
Customer351,2,9,7
Customer352,49,41,16
Customer353,45,38,15
Customer354,52,69,20
Customer355,22,32,1
Customer356,95,41,9
Customer357,60,45,1
Customer358,43,29,12
Customer359,47,65,6
Customer360,87,39,2
Customer361,29,59,20
Customer362,68,73,11
Customer363,50,95,11
Customer364,79,98,9
Customer365,17,91,10
Customer366,53,24,6
Customer367,66,80,10
Customer368,24,71,3
Customer369,6,54,8
Customer370,87,51,6
Customer371,75,27,12
Customer372,32,61,20
Customer373,9,63,12
Customer374,3,6,18
Customer375,25,36,3
Customer376,58,49,11
Customer377,63,44,9
Customer378,74,82,15
Customer379,52,60,3
Customer380,55,98,17
Customer381,30,70,2
Customer382,21,40,18
Customer383,58,87,4
Customer384,87,81,10
Customer385,3,14,1
Customer386,88,7,12
Customer387,72,49,13
Customer388,22,60,1
Customer389,14,72,5
Customer390,6,11,3
Customer391,76,60,7
Customer392,17,82,12
Customer393,14,62,6
Customer394,40,52,1
Customer395,34,50,5
Customer396,51,26,3
Customer397,26,20,19
Customer398,68,80,5
Customer399,7,16,7
Customer400,56,60,6
Customer401,27,75,20
Customer402,62,21,5
Customer403,79,69,15
Customer404,13,13,6
Customer405,94,39,17
Customer406,48,21,19
Customer407,82,26,2
Customer408,82,86,8
Customer409,47,75,6
Customer410,98,3,12
Customer411,84,60,1
Customer412,0,43,19
Customer413,1,44,5
Customer414,23,4,10
Customer415,46,9,14
Customer416,50,4,16
Customer417,31,47,3
Customer418,4,71,4
Customer419,30,72,9
Customer420,16,73,10
Customer421,57,55,12
Customer422,6,91,13
Customer423,21,44,6
Customer424,21,48,5
Customer425,9,18,17
Customer426,16,81,11
Customer427,74,20,15
Customer428,99,52,7
Customer429,32,35,2
Customer430,29,17,12
Customer431,11,81,8
Customer432,94,94,6
Customer433,36,86,5
Customer434,68,7,18
Customer435,55,43,5
Customer436,98,89,8
Customer437,75,92,15
Customer438,16,53,9
Customer439,77,88,4
Customer440,69,22,18
Customer441,25,39,7
Customer442,23,8,7
Customer443,55,25,12
Customer444,85,84,16
Customer445,53,49,20
Customer446,83,38,9
Customer447,64,71,8
Customer448,45,59,7
Customer449,10,54,11
Customer450,97,35,2
Customer451,81,37,15
Customer452,68,35,7
Customer453,70,0,12
Customer454,30,9,19
Customer455,26,62,20
Customer456,66,23,9
Customer457,54,59,13
Customer458,52,30,15
Customer459,41,62,14
Customer460,9,31,16
Customer461,24,85,1
Customer462,81,36,3
Customer463,96,65,1
Customer464,13,46,14
Customer465,60,43,15
Customer466,73,43,5
Customer467,38,27,12
Customer468,11,98,9
Customer469,60,3,14
Customer470,86,92,5
Customer471,53,83,3
Customer472,65,8,19
Customer473,3,76,14
Customer474,39,100,12
Customer475,82,49,19
Customer476,44,59,6
Customer477,80,52,17
Customer478,3,54,13
Customer479,72,76,13
Customer480,20,78,5
Customer481,40,63,13
Customer482,0,60,20
Customer483,17,94,10
Customer484,80,72,5
Customer485,13,76,17
Customer486,24,95,14
Customer487,13,35,10
Customer488,43,92,20
Customer489,9,95,6
Customer490,41,12,6
Customer491,17,68,2
Customer492,10,84,9
Customer493,97,4,5
Customer494,90,26,15
Customer495,61,56,4
Customer496,59,87,8
Customer497,33,51,14
Customer498,42,48,13
Customer499,17,32,9
Customer500,41,75,4
Customer501,96,16,14
Customer502,69,94,20
Customer503,33,7,6
Customer504,68,43,1
Customer505,16,34,9
Customer506,45,13,3
Customer507,16,9,18
Customer508,92,64,15
Customer509,33,22,17
Customer510,98,79,15
Customer511,65,31,9
Customer512,12,41,3
Customer513,28,82,20
Customer514,63,64,11
Customer515,18,79,2
Customer516,2,86,1
Customer517,12,83,18
Customer518,75,19,4
Customer519,77,80,7
Customer520,88,86,5
Customer521,59,37,14
Customer522,64,95,16
Customer523,40,62,17
Customer524,82,99,6
Customer525,69,12,11
Customer526,89,84,5
Customer527,92,77,15
Customer528,45,70,16
Customer529,68,22,20
Customer530,5,96,13
Customer531,74,72,1
Customer532,71,43,15
Customer533,53,82,14
Customer534,88,95,2
Customer535,83,10,20
Customer536,85,42,17
Customer537,33,77,5
Customer538,95,77,20
Customer539,73,20,7
Customer540,13,14,4
Customer541,70,47,7
Customer542,43,25,3
Customer543,88,61,14
Customer544,94,7,4
Customer545,81,69,16
Customer546,81,0,7
Customer547,45,13,20
Customer548,49,20,2
Customer549,21,68,9
