Depot,50,50,0
Customer1,24,27,20
Customer2,5,7,19
Customer3,74,26,2
Customer4,12,85,10
Customer5,97,57,19
Customer6,16,48,12
Customer7,29,4,6
Customer8,18,78,8
Customer9,20,61,20
Customer10,53,23,1
Customer11,55,7,19
Customer12,77,63,14
Customer13,73,27,13
Customer14,83,33,19
Customer15,33,79,2
Customer16,67,67,10
Customer17,41,22,14
Customer18,71,38,17
Customer19,65,78,5
Customer20,69,71,2
Customer21,96,12,12
Customer22,47,63,14
Customer23,68,76,16
Customer24,10,27,9
Customer25,75,82,12
Customer26,52,20,7
Customer27,92,16,2
Customer28,96,65,7
Customer29,56,11,14
Customer30,14,98,18
Customer31,32,82,8
Customer32,25,28,11
Customer33,3,64,10
Customer34,46,50,5
Customer35,50,18,5
Customer36,9,81,19
Customer37,83,90,8
Customer38,64,21,8
Customer39,93,1,10
Customer40,79,14,1
Customer41,19,91,19
Customer42,90,12,18
Customer43,24,1,16
Customer44,1,32,20
Customer45,93,68,7
Customer46,37,63,8
Customer47,23,53,3
Customer48,2,90,1
Customer49,93,77,3
Customer50,33,86,12
Customer51,0,6,2
Customer52,36,68,5
Customer53,17,83,14
Customer54,30,16,20
Customer55,12,42,20
Customer56,49,20,20
Customer57,55,96,10
Customer58,16,27,20
Customer59,71,0,3
Customer60,82,15,6
Customer61,39,21,2
Customer62,23,38,16
Customer63,72,84,12
Customer64,65,43,9
Customer65,90,90,10
Customer66,58,30,11
Customer67,14,66,15
Customer68,6,44,6
Customer69,10,45,17
Customer70,65,61,13
Customer71,8,44,20
Customer72,63,72,15
Customer73,4,39,5
Customer74,43,89,9
Customer75,44,35,13
Customer76,52,36,8
Customer77,43,25,16
Customer78,15,26,12
Customer79,3,29,11
Customer80,13,49,10
Customer81,69,46,14
Customer82,19,61,6
Customer83,17,64,1
Customer84,26,49,14
Customer85,25,98,14
Customer86,91,63,11
Customer87,27,27,4
Customer88,13,50,6
Customer89,56,52,10
Customer90,93,58,11
Customer91,50,23,5
Customer92,92,39,2
Customer93,74,61,14
Customer94,68,92,6
Customer95,80,92,20
Customer96,48,83,5
Customer97,8,83,12
Customer98,4,74,3
Customer99,48,51,10
Customer100,57,56,17
Customer101,77,74,15
Customer102,63,20,7
Customer103,19,65,18
Customer104,38,54,16
Customer105,38,95,4
Customer106,77,69,5
Customer107,1,46,16
Customer108,57,60,3
Customer109,50,96,2
Customer110,9,36,5
Customer111,92,6,6
Customer112,97,7,3
Customer113,67,22,20
Customer114,37,26,7
Customer115,100,85,3
Customer116,20,55,4
Customer117,10,61,2
Customer118,14,31,17
Customer119,34,99,20
Customer120,62,2,2
Customer121,85,6,13
Customer122,46,33,10
Customer123,68,11,3
Customer124,80,96,13
Customer125,3,41,7
Customer126,55,63,18
