Depot,50,50,0
Customer1,70,7,9
Customer2,0,97,11
Customer3,82,100,7
Customer4,49,3,7
Customer5,98,65,18
Customer6,73,44,17
Customer7,31,38,18
Customer8,32,46,14
Customer9,28,37,20
Customer10,8,26,16
Customer11,6,20,19
Customer12,71,14,5
Customer13,32,60,14
Customer14,93,63,11
Customer15,41,9,8
Customer16,14,92,1
Customer17,87,97,5
Customer18,15,23,18
Customer19,27,30,3
Customer20,11,74,6
Customer21,41,76,5
Customer22,28,53,12
Customer23,66,99,11
Customer24,53,26,17
Customer25,44,65,3
Customer26,11,33,18
Customer27,89,38,6
Customer28,34,89,13
Customer29,14,19,2
Customer30,96,25,13
Customer31,79,100,19
Customer32,32,17,20
Customer33,48,28,17
Customer34,93,84,20
Customer35,55,81,12
Customer36,51,58,10
Customer37,19,24,2
Customer38,45,41,4
Customer39,86,76,11
Customer40,40,35,18
Customer41,70,46,12
Customer42,12,42,7
Customer43,83,87,8
Customer44,85,53,11
Customer45,49,11,4
Customer46,86,70,13
Customer47,92,98,3
Customer48,7,97,5
Customer49,69,49,8
Customer50,99,4,19
Customer51,15,53,12
Customer52,94,60,15
Customer53,65,52,2
Customer54,88,24,16
Customer55,12,55,3
Customer56,34,95,8
Customer57,19,31,18
Customer58,6,12,7
Customer59,34,74,11
Customer60,58,34,12
Customer61,6,52,18
Customer62,25,86,4
Customer63,63,0,8
Customer64,3,11,11
Customer65,93,90,8
Customer66,84,59,8
Customer67,75,35,1
Customer68,23,15,11
Customer69,37,78,19
Customer70,89,72,11
Customer71,77,24,5
Customer72,28,40,1
Customer73,8,81,9
Customer74,60,7,3
Customer75,98,51,3
Customer76,54,78,18
Customer77,31,69,6
Customer78,86,96,4
Customer79,18,18,7
Customer80,51,7,6
Customer81,17,44,14
Customer82,39,10,15
Customer83,85,100,5
Customer84,20,92,10
Customer85,62,41,14
Customer86,2,16,19
Customer87,5,20,8
Customer88,11,15,10
Customer89,30,31,5
Customer90,30,49,16
Customer91,56,27,1
Customer92,1,65,19
Customer93,7,83,9
Customer94,61,68,13
Customer95,15,27,9
Customer96,82,51,12
Customer97,90,95,14
Customer98,97,82,2
Customer99,3,84,14
Customer100,64,99,17
Customer101,13,85,2
Customer102,18,91,9
Customer103,85,80,10
Customer104,60,40,4
Customer105,17,65,5
Customer106,80,48,18
Customer107,84,12,11
Customer108,79,1,12
Customer109,57,0,19
Customer110,18,87,3
Customer111,32,33,15
Customer112,11,80,4
Customer113,52,72,19
Customer114,47,72,20
Customer115,30,79,13
Customer116,89,58,5
Customer117,86,85,6
Customer118,31,33,6
Customer119,31,5,12
Customer120,32,60,10
Customer121,60,72,18
Customer122,26,56,19
Customer123,33,45,1
Customer124,76,40,4
Customer125,28,55,3
Customer126,1,32,9
Customer127,4,14,5
Customer128,46,58,12
Customer129,62,82,20
Customer130,11,49,6
Customer131,18,69,1
Customer132,67,100,16
Customer133,92,60,4
Customer134,91,48,11
Customer135,20,73,3
Customer136,38,74,16
Customer137,33,7,16
Customer138,82,80,3
Customer139,17,84,12
Customer140,59,37,6
Customer141,53,66,5
Customer142,29,87,11
Customer143,31,100,14
Customer144,28,20,10
Customer145,99,74,10
Customer146,66,10,20
Customer147,60,0,20
Customer148,3,98,18
Customer149,74,24,4
Customer150,22,100,11
Customer151,83,10,1
Customer152,90,53,12
Customer153,12,47,12
Customer154,68,90,19
Customer155,0,32,8
Customer156,78,39,18
Customer157,11,87,19
Customer158,5,63,6
Customer159,89,79,7
Customer160,43,38,3
Customer161,77,58,9
Customer162,42,75,13
Customer163,50,24,4
Customer164,48,21,12
Customer165,77,92,1
Customer166,40,40,12
Customer167,48,25,18
Customer168,77,23,4
Customer169,62,81,1
Customer170,14,61,1
Customer171,21,32,2
Customer172,44,53,20
Customer173,13,59,3
Customer174,7,46,10
Customer175,92,47,10
Customer176,16,30,12
Customer177,77,22,16
Customer178,91,10,2
Customer179,5,86,13
Customer180,38,24,17
Customer181,0,93,19
Customer182,25,96,9
Customer183,37,82,20
Customer184,47,18,13
Customer185,25,43,20
Customer186,19,46,13
Customer187,75,9,6
Customer188,86,71,1
Customer189,60,36,8
Customer190,2,77,15
Customer191,38,24,11
Customer192,36,27,13
Customer193,87,59,20
Customer194,89,68,15
Customer195,90,48,1
Customer196,61,27,6
Customer197,4,70,8
Customer198,18,69,19
Customer199,17,91,5
Customer200,39,92,14
Customer201,99,62,8
Customer202,31,45,14
Customer203,15,55,4
Customer204,18,19,5
Customer205,76,34,20
Customer206,22,51,7
Customer207,56,19,10
Customer208,41,44,6
Customer209,50,71,9
Customer210,98,29,20
Customer211,14,74,6
Customer212,9,8,13
Customer213,43,60,11
Customer214,76,82,8
Customer215,29,20,13
Customer216,30,20,19
Customer217,26,0,13
Customer218,8,67,16
Customer219,50,71,14
Customer220,83,35,4
Customer221,12,73,16
Customer222,82,95,6
Customer223,93,95,17
Customer224,71,6,20
Customer225,62,47,17
Customer226,20,14,4
Customer227,54,34,14
Customer228,86,4,1
Customer229,27,73,5
Customer230,70,95,14
Customer231,14,46,6
Customer232,26,29,18
Customer233,66,31,9
Customer234,5,68,16
Customer235,88,35,7
Customer236,85,98,4
Customer237,50,82,4
Customer238,88,23,1
Customer239,45,53,13
Customer240,59,18,14
Customer241,20,74,20
Customer242,40,59,18
Customer243,24,47,11
Customer244,59,75,15
Customer245,64,0,14
Customer246,6,1,18
Customer247,79,29,15
Customer248,2,54,15
Customer249,90,36,1
Customer250,81,40,12
Customer251,12,31,13
Customer252,65,99,17
Customer253,85,60,11
Customer254,1,19,5
Customer255,90,71,14
Customer256,10,43,9
Customer257,7,78,17
Customer258,6,30,13
Customer259,46,25,2
Customer260,17,77,3
Customer261,32,31,10
Customer262,56,12,3
Customer263,94,32,15
Customer264,81,14,7
Customer265,79,25,12
Customer266,37,43,4
Customer267,13,59,17
Customer268,62,78,17
Customer269,78,79,9
Customer270,51,51,8
Customer271,66,31,4
Customer272,20,49,11
Customer273,9,31,20
Customer274,62,7,10
Customer275,2,47,10
Customer276,33,30,17
Customer277,52,52,2
Customer278,79,2,2
Customer279,26,94,3
Customer280,21,72,10
Customer281,68,59,20
Customer282,18,49,4
Customer283,84,61,8
Customer284,36,56,12
Customer285,48,94,8
Customer286,57,27,11
Customer287,98,30,13
Customer288,99,18,18
Customer289,80,26,10
Customer290,88,93,7
Customer291,60,42,13
Customer292,30,41,3
Customer293,1,55,3
Customer294,81,23,2
Customer295,32,14,14
Customer296,30,94,19
Customer297,55,67,15
Customer298,100,90,4
Customer299,30,10,18
Customer300,28,80,7
Customer301,23,75,3
Customer302,18,51,9
Customer303,24,28,14
Customer304,32,4,14
Customer305,43,84,8
Customer306,98,17,14
Customer307,25,92,20
Customer308,3,56,2
Customer309,59,67,16
Customer310,38,37,7
Customer311,13,92,3
Customer312,12,58,12
Customer313,57,69,14
Customer314,38,99,2
Customer315,81,1,10
Customer316,10,64,11
Customer317,65,39,9
Customer318,91,15,17
Customer319,87,58,8
Customer320,33,85,4
Customer321,19,81,10
Customer322,6,29,19
Customer323,67,68,2
Customer324,75,30,16
Customer325,4,18,8
Customer326,39,89,8
Customer327,8,34,3
Customer328,29,30,6
Customer329,55,86,7
Customer330,36,56,6
Customer331,84,84,16
Customer332,54,65,13
Customer333,17,82,10
Customer334,3,60,1
Customer335,31,41,18
Customer336,91,79,3
Customer337,15,17,9
Customer338,63,33,5
Customer339,66,72,4
Customer340,83,99,16
Customer341,36,26,3
Customer342,8,11,10
Customer343,92,1,2
Customer344,46,12,15
Customer345,23,7,4
Customer346,73,89,4
Customer347,84,78,17
